candidate_id,requisition_id,job_family,location,source_channel,application_date,gender_group,race_ethnicity_group
C02853,R1718,Operations,Seattle,Agency,2025-03-12,Men,White
C02854,R1352,Engineering,Other,Referral,2025-11-01,Women,White
C02855,R1701,Corporate,Remote,Campus,2025-01-20,Women,White
C02856,R1666,Operations,Remote,Referral,2025-05-13,Men,Black
C02857,R1345,Operations,Remote,Agency,2025-01-05,Women,White
C02858,R1325,Operations,Seattle,Job board,2025-09-14,Women,Asian
C02859,R1070,Operations,Remote,Referral,2025-07-15,Women,White
C02860,R1572,Operations,Seattle,Job board,2025-03-30,Women,White
C02861,R1061,Customer,Remote,Referral,2025-12-30,Men,White
C02862,R1556,Engineering,Remote,Job board,2025-07-15,Men,Black
C02863,R1785,Customer,Seattle,Agency,2025-07-27,Women,Asian
C02864,R1134,Operations,Other,Agency,2025-11-01,Women,White
C02865,R1605,Operations,Remote,Referral,2025-06-15,Nonbinary/Other,White
C02866,R1858,Engineering,Remote,Job board,2025-03-22,Men,Black
C02867,R1024,Operations,Seattle,Referral,2025-04-26,Men,White
C02868,R1204,Engineering,Remote,Agency,2025-09-15,Men,Unknown
C02869,R1345,Customer,Seattle,Campus,2025-01-24,Women,White
C02870,R1308,Corporate,Remote,Referral,2025-01-21,Men,Black
C02871,R1302,Engineering,Remote,Agency,2025-04-15,Men,White
C02872,R1428,Engineering,Seattle,Job board,2025-08-14,Women,White
C02873,R1677,Customer,Seattle,Agency,2025-05-22,Men,Asian
C02874,R1926,Customer,Seattle,Agency,2025-12-31,Women,Two+
C02875,R1419,Customer,Seattle,Job board,2025-11-17,Men,White
C02876,R1142,Engineering,Other,Job board,2025-03-16,Unknown,Asian
C02877,R1268,Engineering,Seattle,Job board,2025-04-19,Women,Hispanic/Latino
C02878,R1080,Engineering,Remote,Agency,2025-12-19,Men,Asian
C02879,R1287,Operations,Remote,Agency,2025-04-23,Women,White
C02880,R1979,Operations,Other,Agency,2025-12-03,Men,White
C02881,R1942,Engineering,Seattle,Referral,2025-06-22,Women,Asian
C02882,R1490,Operations,Other,Job board,2025-08-06,Men,White
C02883,R1499,Corporate,Remote,Referral,2025-07-10,Men,White
C02884,R1353,Engineering,Seattle,Campus,2025-07-18,Women,White
C02885,R1956,Customer,Seattle,Job board,2025-11-13,Nonbinary/Other,White
C02886,R1970,Corporate,Other,Job board,2025-06-24,Women,Hispanic/Latino
C02887,R1695,Engineering,Seattle,Referral,2025-11-02,Men,Hispanic/Latino
C02888,R1207,Engineering,Remote,Agency,2025-01-23,Women,Black
C02889,R1072,Operations,Seattle,Job board,2025-05-21,Men,White
C02890,R1790,Engineering,Seattle,Referral,2025-02-04,Women,White
C02891,R1295,Customer,Seattle,Campus,2025-06-14,Men,White
C02892,R1954,Customer,Remote,Referral,2025-05-22,Women,Two+
C02893,R1976,Engineering,Other,Campus,2025-06-19,Men,White
C02894,R1756,Engineering,Remote,Agency,2025-01-31,Unknown,White
C02895,R1938,Corporate,Other,Referral,2025-10-06,Women,White
C02896,R1372,Operations,Seattle,Job board,2025-10-19,Women,Hispanic/Latino
C02897,R1521,Operations,Other,Job board,2025-10-30,Women,Hispanic/Latino
C02898,R1232,Engineering,Remote,Agency,2025-12-11,Women,White
C02899,R1110,Engineering,Other,Campus,2025-04-17,Women,Unknown
C02900,R1265,Operations,Other,Referral,2025-07-26,Men,Unknown
C02901,R1200,Corporate,Remote,Agency,2025-04-09,Men,White
C02902,R1490,Corporate,Seattle,Agency,2025-07-24,Men,White
C02903,R1322,Corporate,Remote,Job board,2025-05-06,Women,White
C02904,R1042,Customer,Remote,Job board,2025-02-16,Men,Unknown
C02905,R1746,Operations,Seattle,Job board,2025-01-31,Men,White
C02906,R1351,Engineering,Other,Job board,2025-12-01,Men,White
C02907,R1160,Corporate,Seattle,Referral,2025-04-19,Women,White
C02908,R1717,Customer,Remote,Agency,2025-05-10,Men,Hispanic/Latino
C02909,R1978,Customer,Other,Agency,2025-11-14,Unknown,Black
C02910,R1542,Corporate,Seattle,Referral,2025-05-30,Unknown,Hispanic/Latino
C02911,R1468,Operations,Other,Job board,2025-09-09,Women,White
C02912,R1053,Corporate,Other,Campus,2025-10-30,Women,White
C02913,R1059,Engineering,Remote,Campus,2025-03-02,Women,Hispanic/Latino
C02914,R1980,Operations,Seattle,Agency,2025-02-17,Men,White
C02915,R1554,Corporate,Other,Agency,2025-09-02,Men,Unknown
C02916,R1322,Operations,Seattle,Referral,2025-12-02,Women,Unknown
C02917,R1954,Customer,Remote,Job board,2025-11-27,Nonbinary/Other,Unknown
C02918,R1624,Engineering,Seattle,Agency,2025-12-04,Women,Unknown
C02919,R1564,Corporate,Remote,Job board,2025-09-28,Men,Asian
C02920,R1066,Engineering,Other,Agency,2025-03-07,Women,White
C02921,R1184,Customer,Seattle,Agency,2025-03-31,Men,Asian
C02922,R1646,Engineering,Seattle,Job board,2025-08-28,Men,White
C02923,R1152,Corporate,Other,Job board,2025-06-11,Women,White
C02924,R1824,Corporate,Seattle,Campus,2025-05-12,Women,White
C02925,R1736,Corporate,Other,Campus,2025-11-06,Men,White
C02926,R1494,Corporate,Other,Referral,2025-07-25,Women,White
C02927,R1068,Engineering,Remote,Referral,2025-07-01,Women,White
C02928,R1664,Operations,Seattle,Job board,2025-04-11,Men,Black
C02929,R1021,Operations,Seattle,Agency,2025-07-07,Women,White
C02930,R1982,Engineering,Other,Job board,2025-08-15,Men,White
C02931,R1293,Customer,Remote,Campus,2025-03-09,Men,White
C02932,R1386,Engineering,Other,Campus,2025-12-07,Men,White
C02933,R1355,Customer,Other,Agency,2025-05-25,Men,White
C02934,R1523,Corporate,Other,Agency,2025-10-31,Women,Black
C02935,R1770,Customer,Seattle,Campus,2025-06-21,Unknown,White
C02936,R1107,Operations,Seattle,Job board,2025-05-14,Women,White
C02937,R1914,Operations,Other,Job board,2025-03-14,Women,Black
C02938,R1044,Engineering,Seattle,Campus,2025-08-18,Women,Asian
C02939,R1681,Engineering,Seattle,Campus,2025-09-07,Women,White
C02940,R1399,Operations,Other,Job board,2025-03-19,Unknown,Black
C02941,R1866,Customer,Remote,Campus,2025-01-15,Women,Hispanic/Latino
C02942,R1623,Customer,Remote,Job board,2025-11-28,Women,White
C02943,R1531,Operations,Remote,Agency,2025-08-11,Women,Asian
C02944,R1221,Engineering,Other,Agency,2025-06-04,Men,Asian
C02945,R1061,Corporate,Other,Campus,2025-03-04,Men,Asian
C02946,R1160,Engineering,Other,Job board,2025-09-01,Men,White
C02947,R1777,Customer,Other,Campus,2025-01-02,Women,Unknown
C02948,R1483,Corporate,Seattle,Job board,2025-04-09,Men,White
C02949,R1760,Corporate,Seattle,Referral,2025-08-29,Men,White
C02950,R1280,Engineering,Seattle,Referral,2025-07-20,Women,White
C02951,R1331,Operations,Seattle,Agency,2025-12-18,Men,White
C02952,R1144,Operations,Remote,Referral,2025-07-16,Men,Unknown
C02953,R1877,Corporate,Remote,Campus,2025-04-22,Women,Unknown
C02954,R1160,Customer,Other,Job board,2025-07-25,Men,White
C02955,R1632,Operations,Other,Agency,2025-10-03,Men,White
C02956,R1812,Operations,Remote,Referral,2025-07-05,Women,Hispanic/Latino
C02957,R1284,Corporate,Remote,Campus,2025-01-13,Women,Black
C02958,R1560,Operations,Remote,Agency,2025-05-12,Men,Unknown
C02959,R1743,Engineering,Other,Agency,2025-06-15,Women,Hispanic/Latino
C02960,R1397,Operations,Other,Agency,2025-07-31,Women,Unknown
C02961,R1380,Corporate,Remote,Agency,2025-01-15,Women,White
C02962,R1335,Customer,Seattle,Campus,2025-01-13,Men,White
C02963,R1851,Corporate,Remote,Campus,2025-01-22,Nonbinary/Other,White
C02964,R1412,Customer,Remote,Agency,2025-08-25,Unknown,Unknown
C02965,R1944,Operations,Other,Job board,2025-01-13,Women,Unknown
C02966,R1690,Engineering,Seattle,Job board,2025-10-06,Women,White
C02967,R1231,Operations,Other,Job board,2025-09-05,Women,White
C02968,R1456,Operations,Other,Job board,2025-01-13,Unknown,White
C02969,R1998,Operations,Remote,Agency,2025-04-18,Women,Asian
C02970,R1639,Customer,Other,Referral,2025-11-23,Women,Hispanic/Latino
C02971,R1043,Corporate,Other,Agency,2025-02-10,Women,White
C02972,R1440,Operations,Seattle,Referral,2025-01-12,Men,Unknown
C02973,R1816,Engineering,Seattle,Campus,2025-04-06,Women,White
C02974,R1820,Engineering,Remote,Job board,2025-02-17,Men,Asian
C02975,R1920,Corporate,Seattle,Job board,2025-03-16,Women,Asian
C02976,R1745,Operations,Seattle,Job board,2025-05-04,Women,White
C02977,R1496,Engineering,Other,Referral,2025-09-30,Nonbinary/Other,White
C02978,R1060,Engineering,Other,Referral,2025-11-17,Women,Black
C02979,R1111,Engineering,Remote,Agency,2025-07-09,Men,White
C02980,R1309,Engineering,Other,Campus,2025-03-31,Men,Hispanic/Latino
C02981,R1478,Engineering,Seattle,Agency,2025-08-03,Men,White
C02982,R1467,Operations,Remote,Campus,2025-02-21,Men,White
C02983,R1341,Corporate,Seattle,Agency,2025-12-08,Men,Asian
C02984,R1398,Corporate,Remote,Job board,2025-04-29,Women,White
C02985,R1958,Corporate,Seattle,Agency,2025-03-15,Women,White
C02986,R1164,Operations,Seattle,Job board,2025-03-21,Men,Hispanic/Latino
C02987,R1448,Corporate,Seattle,Agency,2025-05-11,Men,White
C02988,R1551,Engineering,Other,Referral,2025-11-01,Men,Hispanic/Latino
C02989,R1403,Corporate,Other,Job board,2025-09-05,Women,White
C02990,R1943,Operations,Seattle,Job board,2025-07-08,Men,White
C02991,R1452,Corporate,Seattle,Job board,2025-01-15,Women,White
C02992,R1304,Customer,Other,Agency,2025-07-30,Men,Asian
C02993,R1422,Customer,Remote,Campus,2025-04-16,Men,White
C02994,R1146,Engineering,Remote,Referral,2025-05-21,Men,White
C02995,R1017,Operations,Seattle,Job board,2025-09-11,Unknown,White
C02996,R1799,Customer,Other,Campus,2025-04-04,Men,White
C02997,R1461,Engineering,Other,Campus,2025-10-17,Men,Black
C02998,R1815,Operations,Other,Job board,2025-05-17,Men,White
C02999,R1339,Customer,Remote,Campus,2025-08-15,Nonbinary/Other,White
C03000,R1848,Corporate,Seattle,Agency,2025-12-02,Men,Asian
C03001,R1747,Operations,Other,Job board,2025-07-30,Men,White
C03002,R1619,Engineering,Remote,Agency,2025-02-08,Women,White
C03003,R1102,Engineering,Other,Referral,2025-10-01,Men,White
C03004,R1183,Customer,Seattle,Agency,2025-11-26,Men,White
C03005,R1124,Engineering,Remote,Campus,2025-08-30,Men,Two+
C03006,R1484,Corporate,Other,Campus,2025-04-07,Women,White
C03007,R1285,Corporate,Seattle,Agency,2025-02-18,Men,White
C03008,R1051,Corporate,Seattle,Campus,2025-02-15,Women,Hispanic/Latino
C03009,R1332,Customer,Remote,Agency,2025-06-23,Women,Hispanic/Latino
C03010,R1981,Customer,Seattle,Agency,2025-01-31,Men,Black
C03011,R1138,Corporate,Remote,Referral,2025-05-24,Women,White
C03012,R1773,Engineering,Seattle,Referral,2025-01-06,Nonbinary/Other,Hispanic/Latino
C03013,R1272,Operations,Remote,Campus,2025-02-12,Women,Asian
C03014,R1155,Operations,Seattle,Agency,2025-02-23,Men,White
C03015,R1870,Engineering,Other,Job board,2025-12-01,Men,White
C03016,R1049,Corporate,Other,Referral,2025-08-23,Men,White
C03017,R1874,Corporate,Seattle,Campus,2025-05-08,Women,Two+
C03018,R1207,Engineering,Seattle,Agency,2025-05-29,Women,Asian
C03019,R1288,Corporate,Other,Campus,2025-03-19,Men,White
C03020,R1784,Engineering,Seattle,Agency,2025-07-25,Women,Hispanic/Latino
C03021,R1692,Operations,Remote,Campus,2025-05-28,Men,Asian
C03022,R1576,Engineering,Other,Job board,2025-03-17,Women,White
C03023,R1876,Customer,Seattle,Referral,2025-06-23,Men,Asian
C03024,R1203,Engineering,Remote,Agency,2025-03-17,Men,Unknown
C03025,R1411,Operations,Remote,Agency,2025-09-26,Women,White
C03026,R1432,Operations,Other,Campus,2025-10-26,Men,White
C03027,R1519,Customer,Other,Referral,2025-10-03,Women,Black
C03028,R1860,Corporate,Remote,Job board,2025-04-08,Women,Hispanic/Latino
C03029,R1575,Corporate,Remote,Agency,2025-07-16,Women,White
C03030,R1282,Corporate,Remote,Job board,2025-09-23,Men,Two+
C03031,R1005,Operations,Other,Job board,2025-09-14,Men,Asian
C03032,R1563,Customer,Seattle,Campus,2025-08-18,Men,White
C03033,R1943,Engineering,Remote,Job board,2025-07-28,Men,White
C03034,R1473,Corporate,Remote,Referral,2025-10-18,Men,Two+
C03035,R1766,Customer,Seattle,Job board,2025-10-26,Men,Black
C03036,R1854,Customer,Remote,Agency,2025-09-06,Men,White
C03037,R1684,Engineering,Remote,Job board,2025-06-28,Men,White
C03038,R1521,Corporate,Other,Job board,2025-05-24,Women,White
C03039,R1714,Customer,Remote,Job board,2025-07-12,Women,Asian
C03040,R1041,Engineering,Seattle,Agency,2025-06-16,Women,White
C03041,R1503,Operations,Seattle,Campus,2025-03-22,Women,White
C03042,R1395,Operations,Other,Job board,2025-09-04,Women,White
C03043,R1469,Operations,Other,Agency,2025-12-08,Women,White
C03044,R1904,Engineering,Seattle,Agency,2025-07-21,Women,White
C03045,R1488,Operations,Other,Referral,2025-10-26,Unknown,Asian
C03046,R1951,Operations,Remote,Job board,2025-07-23,Men,Asian
C03047,R1344,Operations,Remote,Agency,2025-12-03,Women,Hispanic/Latino
C03048,R1974,Customer,Other,Campus,2025-10-14,Men,White
C03049,R1830,Corporate,Seattle,Referral,2025-08-11,Unknown,Hispanic/Latino
C03050,R1244,Corporate,Seattle,Referral,2025-04-12,Men,Hispanic/Latino
C03051,R1303,Operations,Seattle,Agency,2025-07-25,Men,White
C03052,R1528,Customer,Seattle,Campus,2025-11-30,Men,Asian
C03053,R1746,Customer,Remote,Job board,2025-03-07,Women,White
C03054,R1493,Corporate,Other,Referral,2025-08-20,Women,White
C03055,R1286,Engineering,Seattle,Agency,2025-05-10,Men,Asian
C03056,R1961,Customer,Seattle,Agency,2025-07-08,Men,Hispanic/Latino
C03057,R1106,Customer,Remote,Agency,2025-07-27,Women,White
C03058,R1495,Engineering,Other,Job board,2025-09-29,Men,White
C03059,R1525,Engineering,Other,Campus,2025-08-16,Men,Hispanic/Latino
C03060,R1442,Operations,Remote,Job board,2025-04-10,Men,White
C03061,R1340,Corporate,Other,Agency,2025-02-20,Men,Black
C03062,R1983,Corporate,Other,Agency,2025-03-29,Women,Asian
C03063,R1604,Operations,Seattle,Job board,2025-10-17,Men,White
C03064,R1551,Customer,Other,Campus,2025-09-22,Women,White
C03065,R1135,Corporate,Other,Referral,2025-09-21,Men,White
C03066,R1320,Operations,Seattle,Job board,2025-01-05,Men,Two+
C03067,R1448,Customer,Other,Job board,2025-04-10,Nonbinary/Other,Black
C03068,R1412,Customer,Seattle,Agency,2025-08-23,Women,White
C03069,R1915,Customer,Other,Referral,2025-10-06,Men,Hispanic/Latino
C03070,R1615,Engineering,Other,Referral,2025-03-31,Unknown,White
C03071,R1803,Customer,Other,Campus,2025-09-13,Men,Hispanic/Latino
C03072,R1556,Operations,Other,Campus,2025-04-16,Men,White
C03073,R1529,Operations,Seattle,Campus,2025-02-25,Women,Unknown
C03074,R1482,Engineering,Remote,Agency,2025-06-11,Women,White
C03075,R1904,Corporate,Seattle,Job board,2025-11-04,Women,Asian
C03076,R1169,Operations,Seattle,Campus,2025-12-01,Men,White
C03077,R1076,Engineering,Remote,Campus,2025-05-10,Women,White
C03078,R1672,Corporate,Seattle,Campus,2025-01-10,Men,White
C03079,R1402,Operations,Remote,Job board,2025-04-29,Women,White
C03080,R1914,Customer,Remote,Job board,2025-06-04,Men,Unknown
C03081,R1650,Corporate,Other,Agency,2025-09-21,Men,White
C03082,R1469,Customer,Other,Job board,2025-06-01,Men,Hispanic/Latino
C03083,R1134,Operations,Other,Job board,2025-05-18,Men,Unknown
C03084,R1142,Corporate,Other,Job board,2025-11-26,Men,White
C03085,R1025,Engineering,Remote,Agency,2025-04-24,Women,Two+
C03086,R1404,Operations,Seattle,Referral,2025-11-13,Women,White
C03087,R1819,Operations,Remote,Job board,2025-05-16,Men,White
C03088,R1524,Operations,Remote,Job board,2025-10-18,Women,White
C03089,R1718,Customer,Remote,Agency,2025-12-20,Men,White
C03090,R1492,Customer,Other,Job board,2025-02-20,Women,White
C03091,R1734,Engineering,Other,Referral,2025-02-25,Women,White
C03092,R1722,Customer,Remote,Job board,2025-06-25,Men,Black
C03093,R1407,Corporate,Other,Campus,2025-08-26,Men,White
C03094,R1975,Operations,Remote,Job board,2025-02-10,Women,White
C03095,R1491,Operations,Seattle,Referral,2025-11-07,Men,White
C03096,R1153,Engineering,Seattle,Campus,2025-02-05,Women,Asian
C03097,R1725,Operations,Seattle,Agency,2025-07-16,Women,Asian
C03098,R1647,Corporate,Remote,Agency,2025-04-03,Men,White
C03099,R1803,Corporate,Remote,Referral,2025-01-10,Men,White
C03100,R1919,Customer,Other,Campus,2025-08-09,Men,Hispanic/Latino
C03101,R1661,Customer,Other,Referral,2025-07-21,Men,White
C03102,R1710,Corporate,Other,Job board,2025-09-02,Men,White
C03103,R1948,Operations,Other,Referral,2025-09-13,Men,White
C03104,R1457,Corporate,Seattle,Job board,2025-08-21,Unknown,Two+
C03105,R1939,Customer,Remote,Campus,2025-08-22,Nonbinary/Other,White
C03106,R1038,Operations,Other,Agency,2025-02-24,Men,Hispanic/Latino
C03107,R1335,Customer,Seattle,Agency,2025-11-20,Women,White
C03108,R1834,Operations,Remote,Job board,2025-11-24,Men,Hispanic/Latino
C03109,R1657,Operations,Seattle,Campus,2025-05-24,Women,White
C03110,R1147,Customer,Remote,Referral,2025-09-30,Women,Black
C03111,R1658,Customer,Remote,Job board,2025-03-19,Women,Unknown
C03112,R1344,Engineering,Other,Campus,2025-12-25,Men,Black
C03113,R1615,Corporate,Remote,Referral,2025-12-08,Women,Asian
C03114,R1147,Operations,Remote,Referral,2025-10-27,Men,White
C03115,R1043,Operations,Seattle,Job board,2025-10-17,Men,Asian
C03116,R1431,Corporate,Remote,Referral,2025-04-18,Unknown,Unknown
C03117,R1937,Operations,Other,Referral,2025-08-23,Women,Hispanic/Latino
C03118,R1184,Operations,Seattle,Campus,2025-02-22,Men,White
C03119,R1157,Customer,Remote,Agency,2025-08-21,Men,White
C03120,R1563,Corporate,Other,Job board,2025-11-28,Men,Asian
C03121,R1615,Engineering,Seattle,Agency,2025-10-26,Men,White
C03122,R1672,Customer,Other,Campus,2025-01-07,Men,White
C03123,R1145,Engineering,Remote,Job board,2025-08-25,Men,Hispanic/Latino
C03124,R1673,Operations,Other,Agency,2025-03-10,Men,White
C03125,R1924,Operations,Remote,Agency,2025-01-05,Men,White
C03126,R1479,Engineering,Seattle,Campus,2025-03-03,Men,Asian
C03127,R1076,Customer,Other,Campus,2025-02-02,Men,White
C03128,R1313,Operations,Remote,Job board,2025-06-13,Women,Asian
C03129,R1390,Corporate,Other,Agency,2025-01-28,Nonbinary/Other,White
C03130,R1549,Engineering,Remote,Referral,2025-01-30,Men,White
C03131,R1174,Operations,Remote,Campus,2025-10-19,Women,Unknown
C03132,R1704,Corporate,Seattle,Campus,2025-12-29,Men,White
C03133,R1016,Engineering,Seattle,Referral,2025-04-29,Women,Two+
C03134,R1784,Customer,Other,Referral,2025-04-24,Nonbinary/Other,White
C03135,R1052,Operations,Seattle,Agency,2025-11-22,Men,Two+
C03136,R1278,Corporate,Other,Referral,2025-12-02,Men,White
C03137,R1670,Engineering,Seattle,Referral,2025-05-01,Women,White
C03138,R1342,Customer,Other,Agency,2025-08-07,Men,White
C03139,R1615,Engineering,Other,Job board,2025-06-23,Women,White
C03140,R1494,Corporate,Other,Referral,2025-09-28,Men,Black
C03141,R1386,Operations,Seattle,Agency,2025-09-12,Men,Hispanic/Latino
C03142,R1126,Operations,Seattle,Campus,2025-02-04,Men,White
C03143,R1145,Operations,Seattle,Job board,2025-03-06,Women,White
C03144,R1246,Corporate,Seattle,Agency,2025-07-18,Nonbinary/Other,White
C03145,R1569,Engineering,Seattle,Job board,2025-02-24,Men,White
C03146,R1107,Customer,Other,Job board,2025-11-19,Women,Asian
C03147,R1390,Customer,Seattle,Campus,2025-12-04,Women,Hispanic/Latino
C03148,R1067,Customer,Seattle,Campus,2025-10-27,Women,White
C03149,R1078,Customer,Other,Referral,2025-04-02,Women,White
C03150,R1110,Engineering,Seattle,Campus,2025-11-20,Women,Two+
C03151,R1774,Engineering,Remote,Agency,2025-11-15,Men,White
C03152,R1199,Operations,Remote,Agency,2025-11-13,Men,White
C03153,R1058,Engineering,Remote,Agency,2025-03-19,Men,Hispanic/Latino
C03154,R1742,Corporate,Remote,Referral,2025-10-08,Women,Asian
C03155,R1044,Customer,Remote,Referral,2025-08-16,Men,White
C03156,R1048,Operations,Remote,Referral,2025-11-06,Men,White
C03157,R1605,Customer,Seattle,Agency,2025-08-24,Men,White
C03158,R1008,Engineering,Seattle,Campus,2025-03-05,Men,White
C03159,R1892,Customer,Seattle,Campus,2025-12-08,Women,White
C03160,R1733,Corporate,Seattle,Campus,2025-11-23,Men,White
C03161,R1093,Engineering,Remote,Referral,2025-05-06,Women,Two+
C03162,R1632,Engineering,Seattle,Job board,2025-07-30,Unknown,White
C03163,R1411,Corporate,Remote,Campus,2025-08-10,Men,White
C03164,R1536,Customer,Other,Referral,2025-08-17,Women,White
C03165,R1871,Customer,Other,Job board,2025-07-11,Women,White
C03166,R1227,Corporate,Other,Agency,2025-02-03,Unknown,White
C03167,R1403,Corporate,Other,Agency,2025-10-03,Women,White
C03168,R1286,Operations,Remote,Referral,2025-02-22,Men,Asian
C03169,R1224,Corporate,Other,Referral,2025-06-14,Men,White
C03170,R1188,Corporate,Remote,Agency,2025-04-08,Men,White
C03171,R1289,Corporate,Other,Agency,2025-02-08,Men,Asian
C03172,R1119,Customer,Other,Agency,2025-04-23,Women,White
C03173,R1732,Engineering,Remote,Agency,2025-07-29,Women,White
C03174,R1216,Customer,Other,Job board,2025-06-04,Women,White
C03175,R1164,Operations,Remote,Referral,2025-06-13,Men,White
C03176,R1576,Customer,Other,Campus,2025-08-18,Unknown,White
C03177,R1766,Operations,Seattle,Campus,2025-04-24,Unknown,White
C03178,R1640,Customer,Seattle,Referral,2025-07-28,Men,White
C03179,R1155,Corporate,Seattle,Campus,2025-08-24,Men,White
C03180,R1980,Engineering,Remote,Agency,2025-04-25,Women,White
C03181,R1173,Operations,Remote,Job board,2025-12-21,Men,Hispanic/Latino
C03182,R1311,Customer,Seattle,Job board,2025-08-13,Nonbinary/Other,White
C03183,R1475,Corporate,Other,Campus,2025-05-01,Men,Unknown
C03184,R1786,Engineering,Remote,Referral,2025-05-30,Women,Two+
C03185,R1721,Corporate,Seattle,Referral,2025-08-05,Women,White
C03186,R1182,Customer,Remote,Job board,2025-05-10,Women,Unknown
C03187,R1308,Customer,Seattle,Campus,2025-04-29,Men,Asian
C03188,R1465,Corporate,Seattle,Campus,2025-03-23,Men,Hispanic/Latino
C03189,R1690,Engineering,Other,Job board,2025-09-07,Women,White
C03190,R1819,Operations,Other,Job board,2025-06-05,Women,White
C03191,R1422,Corporate,Seattle,Agency,2025-06-26,Men,White
C03192,R1053,Customer,Other,Agency,2025-06-23,Men,White
C03193,R1137,Customer,Seattle,Agency,2025-08-07,Men,Asian
C03194,R1874,Corporate,Other,Campus,2025-05-07,Men,Asian
C03195,R1049,Engineering,Remote,Job board,2025-02-05,Unknown,Asian
C03196,R1762,Engineering,Other,Job board,2025-03-03,Men,White
C03197,R1725,Customer,Remote,Referral,2025-07-03,Women,White
C03198,R1046,Customer,Other,Referral,2025-09-26,Men,Unknown
C03199,R1877,Corporate,Remote,Agency,2025-07-06,Women,Unknown
C03200,R1713,Engineering,Other,Campus,2025-10-09,Women,Hispanic/Latino
C03201,R1912,Customer,Remote,Agency,2025-11-26,Men,Unknown
C03202,R1708,Corporate,Seattle,Job board,2025-11-09,Unknown,White
C03203,R1127,Operations,Seattle,Agency,2025-06-14,Men,White
C03204,R1723,Operations,Other,Agency,2025-01-30,Men,White
C03205,R1738,Customer,Other,Referral,2025-02-14,Men,Hispanic/Latino
C03206,R1416,Operations,Seattle,Referral,2025-12-03,Men,White
C03207,R1268,Customer,Other,Referral,2025-10-23,Nonbinary/Other,Hispanic/Latino
C03208,R1742,Operations,Other,Campus,2025-01-27,Men,Hispanic/Latino
C03209,R1852,Customer,Seattle,Campus,2025-08-15,Men,Hispanic/Latino
C03210,R1432,Operations,Seattle,Job board,2025-04-18,Men,White
C03211,R1577,Customer,Remote,Referral,2025-03-19,Men,White
C03212,R1731,Engineering,Other,Campus,2025-10-15,Unknown,Asian
C03213,R1583,Corporate,Other,Job board,2025-12-15,Men,Black
C03214,R1485,Corporate,Seattle,Referral,2025-05-25,Men,White
C03215,R1215,Engineering,Remote,Referral,2025-06-22,Men,White
C03216,R1256,Corporate,Seattle,Campus,2025-06-13,Women,White
C03217,R1416,Operations,Seattle,Agency,2025-02-16,Men,Two+
C03218,R1766,Engineering,Seattle,Referral,2025-11-11,Men,White
C03219,R1879,Engineering,Remote,Referral,2025-08-25,Women,White
C03220,R1245,Operations,Seattle,Campus,2025-11-25,Men,Hispanic/Latino
C03221,R1532,Corporate,Other,Job board,2025-06-22,Women,Two+
C03222,R1671,Operations,Other,Agency,2025-07-02,Men,Black
C03223,R1187,Customer,Other,Job board,2025-12-14,Men,Two+
C03224,R1582,Engineering,Seattle,Agency,2025-06-22,Women,Asian
C03225,R1861,Engineering,Seattle,Job board,2025-11-10,Men,Black
C03226,R1860,Engineering,Seattle,Campus,2025-06-04,Women,Hispanic/Latino
C03227,R1045,Corporate,Other,Job board,2025-08-30,Unknown,Asian
C03228,R1902,Customer,Seattle,Referral,2025-05-13,Women,White
C03229,R1579,Operations,Remote,Agency,2025-03-07,Men,White
C03230,R1493,Customer,Remote,Job board,2025-08-08,Women,Black
C03231,R1162,Customer,Remote,Campus,2025-12-03,Men,White
C03232,R1956,Operations,Other,Referral,2025-07-30,Men,Two+
C03233,R1486,Corporate,Remote,Job board,2025-09-24,Men,White
C03234,R1303,Operations,Other,Campus,2025-08-25,Men,Unknown
C03235,R1544,Engineering,Remote,Agency,2025-02-10,Women,White
C03236,R1569,Customer,Other,Agency,2025-01-21,Men,White
C03237,R1882,Customer,Remote,Job board,2025-12-02,Women,White
C03238,R1015,Customer,Other,Job board,2025-05-06,Women,Unknown
C03239,R1928,Operations,Other,Campus,2025-11-25,Women,Asian
C03240,R1926,Customer,Seattle,Referral,2025-07-20,Men,White
C03241,R1640,Engineering,Seattle,Campus,2025-01-06,Women,Black
C03242,R1642,Engineering,Seattle,Agency,2025-01-23,Women,White
C03243,R1275,Operations,Seattle,Job board,2025-12-08,Women,White
C03244,R1222,Operations,Seattle,Agency,2025-01-29,Men,White
C03245,R1808,Customer,Other,Agency,2025-12-04,Men,White
C03246,R1473,Customer,Other,Referral,2025-03-02,Men,White
C03247,R1630,Engineering,Other,Referral,2025-05-12,Unknown,White
C03248,R1407,Corporate,Seattle,Campus,2025-12-13,Women,White
C03249,R1603,Customer,Other,Job board,2025-12-07,Men,White
C03250,R1118,Corporate,Seattle,Agency,2025-10-24,Men,White
C03251,R1514,Engineering,Seattle,Job board,2025-07-17,Women,White
C03252,R1671,Engineering,Remote,Campus,2025-05-10,Men,Unknown
C03253,R1562,Engineering,Other,Job board,2025-07-19,Men,White
C03254,R1489,Engineering,Seattle,Agency,2025-11-19,Men,Hispanic/Latino
C03255,R1585,Operations,Other,Campus,2025-08-12,Women,White
C03256,R1268,Engineering,Other,Campus,2025-07-03,Women,Unknown
C03257,R1955,Engineering,Seattle,Referral,2025-01-05,Men,Unknown
