full_name,county,state,state_abr,population_19,unemp_19%,nohealth_ins%,poverty_rate%,SNAP_recieved%,no_homecomp%,no_homeinternet%,home_havebroad%,broadProviders_num,broad_avail,broad_cost,population_bbn,Lowestpricepermonth_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Boone County, Nebraska",Boone,Nebraska,NE,5192,2.7,5.6,6.1,4.5,15.7,20.3,78.8,4,77.6,61.66,5441,90,2.963242051,12.00404337,4.663664768,22.44680573,89.56956442,0.245726888
"Box Butte County, Nebraska",Box Butte,Nebraska,NE,10783,3.2,7.6,11.9,9,15.2,22.6,77,6,89,49.99,11628,45,7.482972136,16.74148607,7.741486068,53.3876548,96.25851393,0.129256966
"Boyd County, Nebraska",Boyd,Nebraska,NE,1919,3.3,13.1,10.6,5.6,22.3,30.7,69.2,4,81.5,69.99,2068,89.95,2.108317215,9.108317215,3.714700193,42.80770793,97.76982592,0.357350097
"Brown County, Nebraska",Brown,Nebraska,NE,2955,3.5,10.8,15.2,3.6,19.6,27.5,71.5,4,73.1,63.31,3017,89.95,7.470003315,15.29333775,7.646668876,22.04826318,81.82664899,0
"Buffalo County, Nebraska",Buffalo,Nebraska,NE,49659,2.6,8.4,14.1,8.1,9.9,17.3,82.3,8,93.9,57.98,46426,45,5.356782837,17.39981907,6.999073795,43.25697217,93.3940249,0.223990867
"Burt County, Nebraska",Burt,Nebraska,NE,6459,3.4,9.3,11.7,8.2,20.8,31,68.5,5,99,56.99,6884,45,3.957437536,16.13945381,6.516560139,26.62189279,90.25363161,0.450319582
"Butler County, Nebraska",Butler,Nebraska,NE,8016,2.6,4.8,7.5,7.1,17.2,23.9,74.3,7,96.7,58.99,5473,69.99,3.65174493,15.76868262,6.574639138,11.92251051,96.22382606,1
"Cass County, Nebraska",Cass,Nebraska,NE,26248,3.3,6.1,6.4,5.6,8.4,17,82.3,9,99.5,68.4,25424,44.99,3.623859346,13.22140497,6.227737571,36.38600063,82.17947609,0.40564034
"Cedar County, Nebraska",Cedar,Nebraska,NE,8402,2.5,5.9,9.1,5,16.2,21.1,78.5,7,97.6,58,8685,55,4.069660334,13.30213011,5.388025331,16.93331606,87.45872193,0.583995394
"Chase County, Nebraska",Chase,Nebraska,NE,3924,2.3,8.5,8.4,3.6,12.6,18.7,81.3,4,98,69.99,3552,84.95,4.725506757,14.45101351,6.451013514,30.01223818,94.90202703,0.274493243
"Cherry County, Nebraska",Cherry,Nebraska,NE,5689,2.4,6.9,10.5,8.6,18.4,23.3,76.3,5,99.9,69.99,4808,89.95,6.975665557,14.74396839,6.326123128,8.9456198,74.2922213,0.167013311
"Cheyenne County, Nebraska",Cheyenne,Nebraska,NE,8910,3.7,7.3,10,8.7,13.6,24.5,74.9,5,55.3,69.99,9724,45,5.424002468,17.97758124,8.266042781,17.38775607,93.13101604,0.201460304
"Clay County, Nebraska",Clay,Nebraska,NE,6203,3.2,9.9,11.4,6.9,12.9,22.7,76.1,6,99,63.33,5823,90,4.117465224,15.63335051,6.019062339,16.75160742,67.04842865,0.675768504
"Colfax County, Nebraska",Colfax,Nebraska,NE,10709,2.7,11.7,12.4,8.3,18.1,26.1,73.1,9,82.7,69.39,10708,45,4.569947703,19.66464326,8.790156892,12.2038588,92.39596563,0.319947703
"Cuming County, Nebraska",Cuming,Nebraska,NE,8846,2.7,7.6,7,5.3,19.2,31.5,66.6,3,73.9,59.63,8594,49.95,4.246334652,17.38619967,8.0368862,30.6260391,99.89702118,0.430067489
"Custer County, Nebraska",Custer,Nebraska,NE,10777,2.4,9.4,11.2,7.4,16.1,28.6,70.2,3,92.8,59.99,10782,45,6.055926544,12.56316082,5.236041551,24.68510851,67.77991096,0.551660174
"Dakota County, Nebraska",Dakota,Nebraska,NE,20026,3.9,14.2,16.6,12.9,11.1,24.2,75.3,2,61.6,42.95,19612,55,3.844177034,12.830206,4.922088517,61.45499388,90.50560881,0.212369978
"Dawes County, Nebraska",Dawes,Nebraska,NE,8589,2.9,10.7,14.4,6.6,14.6,21.6,77.8,5,95.2,63.33,9183,,6.197538931,13.35674616,6.275073505,50.30052597,80.44636829,0.159207231
"Dawson County, Nebraska",Dawson,Nebraska,NE,23595,3,11,13.1,9.3,13.4,22.9,76.5,7,82.4,59.97,23688,49.95,7.919832827,17.15792806,4.364952719,25.93118583,83.52005235,0.480960824
"Deuel County, Nebraska",Deuel,Nebraska,NE,1794,2.9,14.6,10.2,10,14.3,28.6,70.5,6,94.8,52.49,1987,,3.623049824,16.24609965,3,22.97535984,3.311524912,0.311524912
"Dixon County, Nebraska",Dixon,Nebraska,NE,5636,3.1,6.3,12.5,7.2,15.1,26.6,72.7,6,99.6,64.97,7040,45,2.956534091,12.65852273,6.255397727,35.2520625,95.81761364,0.439204545
"Dodge County, Nebraska",Dodge,Nebraska,NE,36565,2.9,9.9,13.7,11.3,13.2,23.5,75.7,7,98.6,67.99,36317,45,7.439463612,20.63807583,8.6672908,33.55410662,97.7428477,0.163587301
"Douglas County, Nebraska",Douglas,Nebraska,NE,571327,3.3,9.6,12.7,10.3,11,16.8,82.8,5,99.5,69.99,518087,45,4.10641263,13.37255905,5.735027129,86.32536794,98.36260319,0.903338628
"Dundy County, Nebraska",Dundy,Nebraska,NE,1693,2.6,19.3,10.3,8.7,17.7,28.6,71.1,11,99.6,61.31,1672,84.95,3,12,3,24.23129187,84.28708134,0.193779904
"Fillmore County, Nebraska",Fillmore,Nebraska,NE,5462,2.6,7.9,10,7.7,17.2,25.9,72.9,4,99.4,59.99,5530,45,3.072513562,15.38788427,5.989692586,24.27627306,81.35479204,0.534719711
"Franklin County, Nebraska",Franklin,Nebraska,NE,2979,3.4,4.7,13.8,8.5,17.7,27.8,71.2,3,65.2,63.31,2360,69.99,2.58220339,10.6059322,3.465254237,23.17430508,39.26737288,0.767372881
"Frontier County, Nebraska",Frontier,Nebraska,NE,2627,3.3,8.2,10.3,5.9,20.6,31,68.3,5,99.2,60,1951,89.95,3.124038954,12.49871861,4,15.67715018,72.12916453,0.374679651
"Furnas County, Nebraska",Furnas,Nebraska,NE,4676,2.8,6.8,10.9,7.9,19.3,26.6,73.1,5,89.1,52.49,4048,,3.564229249,13.41057312,2.38784585,44.0085919,36.45750988,0.330039526
"Gage County, Nebraska",Gage,Nebraska,NE,21513,3.6,4.8,9.8,9.8,16,22.3,76.2,11,100,56.66,19764,39.95,5.263003441,12.94226877,6.400020239,30.94304544,82.14455576,0.264015382
"Garden County, Nebraska",Garden,Nebraska,NE,1837,2.9,8.1,9.1,6.8,11.8,27.1,72.2,6,87.6,63.33,1291,,4,12,5,9.02,89,0
"Garfield County, Nebraska",Garfield,Nebraska,NE,1969,2.7,3.8,7.5,6.5,22.8,39.6,60.4,5,99.8,63.33,2401,59.95,4,11,5,14.31,85,0
"Gosper County, Nebraska",Gosper,Nebraska,NE,1990,2.6,4,5.1,3.1,15.2,20.6,78.8,3,62.5,69.99,2152,69.99,6.412639405,16.41263941,3.706319703,8.29739777,35.83271375,0.146840149
"Grant County, Nebraska",Grant,Nebraska,NE,623,2.8,14.7,19.9,3.4,16,27.6,72,1,52.9,59.99,875,89.95,2.835428571,7.124571429,3.562285714,30.55490286,35.30628571,0.562285714
"Greeley County, Nebraska",Greeley,Nebraska,NE,2356,2.9,5.8,9.5,3.3,16.9,30.9,67.8,5,87.3,63.33,2739,59.95,3.031763417,9.133260314,3.682730924,11.8547207,27.7641475,1
"Hall County, Nebraska",Hall,Nebraska,NE,61353,3.5,13.1,13,12.1,14.3,20.7,78.4,4,39,54.99,58364,45,8.037797272,20.67395998,9.362312384,51.71075389,99.76711672,0.099359194
"Hamilton County, Nebraska",Hamilton,Nebraska,NE,9324,3,6,4.9,4.2,8.8,14.5,84.5,10,99.8,66.59,8516,45,5.195044622,19.68576797,6.371653358,36.63161461,89.12247534,0.27125411
"Harlan County, Nebraska",Harlan,Nebraska,NE,3380,2.8,7.7,11.2,5.5,14.7,22.5,76.5,6,85.7,52.49,1904,,3.518907563,14.51890756,3,9.683813025,2.164915966,0.240546218
"Hayes County, Nebraska",Hayes,Nebraska,NE,922,2.4,10.5,12.4,4.6,16,22.8,76.5,8,96.4,85.99,498,,3,11,3,11.96,43,0
"Hitchcock County, Nebraska",Hitchcock,Nebraska,NE,2762,3.4,12.8,12.7,8.9,20.5,29.3,68,4,80.7,63.33,3203,84.95,3,13.00374649,3.824851702,8.774708086,39.96128629,1
"Holt County, Nebraska",Holt,Nebraska,NE,10067,2.6,6.5,8.4,2.9,15.2,27.8,71,7,92.3,61.65,9264,82.45,4.710384283,13.15759931,7.765436097,28.31594883,71.67271157,0.233700345
"Hooker County, Nebraska",Hooker,Nebraska,NE,682,3.1,7.5,17,4.7,24.1,32.3,67.7,6,81.4,69.99,886,89.95,3,9,4,8.76,37,0
"Howard County, Nebraska",Howard,Nebraska,NE,6445,3.5,5.8,10.5,7.4,15.5,25.7,72.6,6,91.2,69.99,6131,49.95,5.024465829,15.2358506,6.85516229,13.95528951,77.48262926,0.350676888
"Jefferson County, Nebraska",Jefferson,Nebraska,NE,7046,2.7,5.7,12,9.7,19.7,27.3,71.4,3,22.8,45,7557,39.95,5.452957523,12.17599577,6.804816726,24.97772529,77.17057033,0.265846235
"Johnson County, Nebraska",Johnson,Nebraska,NE,5071,3.5,7,9.4,8.5,19.9,27.3,71.8,11,98,59,4902,69.99,3,11.21358629,5,46.89040188,51.09465524,0.137290902
"Kearney County, Nebraska",Kearney,Nebraska,NE,6495,2.3,6.4,10.6,6.4,15,21.4,77.9,3,35.5,68.31,4664,45,8.443396226,19.16509434,6.860849057,39.65834906,86.66037736,0.139150943
"Keith County, Nebraska",Keith,Nebraska,NE,8034,3.2,8.6,11.7,6.9,15,19.2,80.3,7,95.3,68.4,8078,45,6.617974746,16.56523892,6.659321614,39.22106833,88.67677643,0.285838079
"Keya Paha County, Nebraska",Keya Paha,Nebraska,NE,806,2.5,5.2,6.1,1.5,16.9,22.4,76.4,6,60.8,52.49,572,89.95,2,9,4,28.44,100,0
"Kimball County, Nebraska",Kimball,Nebraska,NE,3632,3,11.8,9.5,9.9,15.3,30.4,68.6,5,97,68.97,3516,59.95,3.742320819,11.82821388,6.828213879,29.35619454,95.1410694,0.08589306
"Knox County, Nebraska",Knox,Nebraska,NE,8332,3,9.2,10.9,7.3,17.9,26.9,71.7,4,89.4,54.99,9075,65.99,2.807933884,10.57157025,5.141487603,14.4788022,84.04022039,1
"Lancaster County, Nebraska",Lancaster,Nebraska,NE,319090,2.8,7.3,13.1,8.3,7.7,13.7,86,5,98.3,63.33,281504,45,4.960846027,15.79447184,6.09479439,65.07542621,98.37373892,0.66940079
"Lincoln County, Nebraska",Lincoln,Nebraska,NE,34914,3.5,9.5,12.2,10.9,12.8,21.4,77.9,3,58,74.95,35554,45,6.570034314,17.35174664,6.683270518,81.73206559,94.77009619,0.158913202
"Logan County, Nebraska",Logan,Nebraska,NE,748,3,6.5,7.9,3.8,16.7,29.6,70.1,2,52.2,59.98,873,45,6,15,6,10.06,45,0
"Loup County, Nebraska",Loup,Nebraska,NE,664,4,3.8,8.2,1.1,14.7,31.2,68.8,6,81.9,34.99,,,,,,,,
"McPherson County, Nebraska",Madison,Nebraska,NE,494,2.7,3.7,17,3,20.7,40.4,59.6,4,77.7,66.24,38736,45,7.405643329,18.25962929,9.53663259,43.07785781,100,0.187861421
"Madison County, Nebraska",McPherson,Nebraska,NE,35099,2.8,8.4,15.8,10.2,13.3,22.3,76.3,10,100,57.61,441,,2,9,4,13.67,52,0
"Merrick County, Nebraska",Merrick,Nebraska,NE,7755,3.2,7.4,10.6,7.5,18.4,27,71.4,3,90.2,65,5654,45,6.367173682,16.48974178,6.308277326,29.4122462,74.07852848,0.154403962
"Morrill County, Nebraska",Morrill,Nebraska,NE,4642,2.9,10.4,8.7,9.7,15.8,26.3,73.3,6,59.6,68.97,5222,45,3.515894293,11.42703945,5.438337802,35.75105898,84.77326695,0.077556492
"Nance County, Nebraska",Nance,Nebraska,NE,3519,3,7.3,11.3,10.6,18.8,24.7,74.9,8,91.1,68.97,3714,90,5.02369413,16.27867528,5.397145934,17.49735595,75.32471729,0.565697361
"Nemaha County, Nebraska",Nemaha,Nebraska,NE,6972,3.7,6.5,12.4,7.2,14.1,22.1,76.4,6,93.5,54.99,6545,59.95,4.11566081,11.94652406,6.11566081,54.79227655,76.51229947,0.160275019
"Nuckolls County, Nebraska",Nuckolls,Nebraska,NE,4148,2.7,6.9,12.2,7.5,17.6,26.1,72.3,5,99.9,63.33,3293,37.95,5.10962648,14.10962648,6.10962648,24.86191011,80.65806256,0.278165806
"Otoe County, Nebraska",Otoe,Nebraska,NE,16012,3.2,6.4,11.2,8.9,14.7,22.1,77.3,4,84.1,69.99,13834,44.99,3.678762469,12.73500072,5.678762469,35.15677461,78.86952436,0.369958074
"Pawnee County, Nebraska",Pawnee,Nebraska,NE,2613,2.9,12.1,15.6,6.7,26.2,31.3,67.3,5,99,69.99,1554,49.95,3.480694981,12.13449163,5.480694981,14.40707207,65.86422136,0.173101673
"Perkins County, Nebraska",Perkins,Nebraska,NE,2891,2.3,6.6,5.5,2.2,12.7,16.4,83,7,95.6,60,2661,89.95,4.72641864,13.72641864,5.059376174,28.30161969,86.58173619,0.332957535
"Phelps County, Nebraska",Phelps,Nebraska,NE,9034,2.6,4.1,8.8,6.3,12,22.1,77.4,6,87,52.49,8392,69.99,6.268827455,16.32876549,3.782530982,34.67821616,84.7156816,0.217469018
"Pierce County, Nebraska",Pierce,Nebraska,NE,7148,2.7,3.7,7.3,5.6,13.5,21.4,77.4,6,99.9,69.99,6360,55,5.148113208,13.92924528,5.931132075,15.0729717,100,0.500943396
"Platte County, Nebraska",Platte,Nebraska,NE,33470,2.9,8.8,8.3,5.7,13.9,21.9,77.2,6,79.7,63.33,30627,45,6.816991543,22.47451595,8.760799295,43.11043915,99.07973357,0.079733568
"Polk County, Nebraska",Polk,Nebraska,NE,5213,2.8,10.8,7.8,5.5,12.8,17.1,82,6,93.6,69.99,2842,45,3.866291344,16.16572836,6.866291344,12.44710415,86.77023223,0.566854328
"Red Willow County, Nebraska",Red Willow,Nebraska,NE,10724,2.8,7.3,9.7,6.2,15,25.4,74.1,5,87.2,69.99,11100,45,11.80972973,23.76720721,8.435855856,44.11570811,86.82297297,0.148738739
"Richardson County, Nebraska",Richardson,Nebraska,NE,7865,3.2,6.8,13.2,9.8,16.7,24.5,74.9,6,96.4,52.49,7427,69.99,2.272115255,10.3502087,4.272115255,24.44665814,92.60670526,0.311565908
"Rock County, Nebraska",Rock,Nebraska,NE,1357,3.1,13,7.4,4,18.2,28.6,70.3,6,73.6,58.33,1224,90,3,11,6,9.69,87,0
"Saline County, Nebraska",Saline,Nebraska,NE,14224,3.2,11.1,13.5,7.9,14.9,23.2,75.5,8,97.8,64.49,15341,45,3.421028616,13.8331921,6.35317124,38.57715338,89.19490255,0.353888273
"Sarpy County, Nebraska",Sarpy,Nebraska,NE,187196,2.9,5.7,5.4,5.2,5.3,9.8,89.9,7,94,58.75,159133,45,3.145959669,12.18247001,5.19813615,96.56487661,96.75932082,0.2571811
"Saunders County, Nebraska",Saunders,Nebraska,NE,21578,2.8,4.7,8.4,5.9,12.8,20.3,79,6,84.7,62.49,19490,45,4.16018471,14.83345305,7.032529502,31.71668291,86.07470498,0.780194972
"Scotts Bluff County, Nebraska",Scotts Bluff,Nebraska,NE,35618,3.7,11.5,13.4,11.7,14.4,24.1,75.2,4,97,63.33,34638,45,3.464576477,13.92915295,7.142242624,52.79882961,99.67766615,0.158034529
"Seward County, Nebraska",Seward,Nebraska,NE,17284,2.9,5.4,7.5,4,11.9,18.5,80.6,9,98,68.39,16088,45,4.500808056,16.12251367,7.500808056,35.4098098,93.31153655,0.466931875
"Sheridan County, Nebraska",Sheridan,Nebraska,NE,5246,2.8,13.5,18,11.4,22.5,30.9,67.4,5,75.1,65,5148,,3.242618493,9.735625486,5,18.04178516,68.98426573,0.757381507
"Sherman County, Nebraska",Sherman,Nebraska,NE,3001,3.2,9.1,11.4,7,16.5,24.5,74.5,4,64.5,54.98,2988,49.95,4.31626506,11.54350736,5.665327979,71.44804886,75.11780455,0.1291834
"Sioux County, Nebraska",Sioux,Nebraska,NE,1166,2.8,8.3,10.7,5.4,18.8,31.4,67.9,4,90.3,65,592,,5,14,5,53.45,73,0
"Stanton County, Nebraska",Stanton,Nebraska,NE,5920,2.6,7.1,8.8,7.2,11.9,19.3,78.5,5,98.1,63.33,2433,49.95,4,17,9,26.28,100,0
"Thayer County, Nebraska",Thayer,Nebraska,NE,5003,2.7,4.8,8.4,9.5,18.4,24.4,74.5,8,96.8,54.98,4966,37.95,2.879782521,12.45348369,4.631091422,9.62766613,74.31514297,1
"Thomas County, Nebraska",Thomas,Nebraska,NE,722,3.5,7.1,10.7,0,14.7,17.8,82.2,5,98.5,57.47,737,89.95,2.814111262,8.814111262,4.814111262,10.1656445,48.21166893,0.185888738
"Thurston County, Nebraska",Thurston,Nebraska,NE,7224,4.5,25.6,28.3,21.6,19.7,36,62.8,1,47.2,59.99,6568,90,2.049634592,10.66747868,4.586175396,11.8296148,61.18681486,1
"Valley County, Nebraska",Valley,Nebraska,NE,4158,3.2,9.5,10.6,7,19.1,28.1,71.9,3,83.9,57.47,4112,59.95,3.876215953,11.73127432,3.876215953,38.72972033,75.41512646,0.268725681
"Washington County, Nebraska",Washington,Nebraska,NE,20729,2.9,4.7,8.1,8.6,8.2,16.8,81.6,3,85.8,59.99,17870,49.95,3.27123671,13.34124231,5.1922216,33.23781142,75.90296586,0.170621153
"Wayne County, Nebraska",Wayne,Nebraska,NE,9385,2.6,3.6,14.2,3.4,9.1,14.9,84.9,4,98.8,63.98,8882,45,4.761315019,13.94922315,6.57340689,33.65603017,100,0.151204684
"Webster County, Nebraska",Webster,Nebraska,NE,3487,3.5,8.2,11,9.2,17.4,25.2,72.8,5,96.5,69.99,3891,37.95,2.613209972,10.2847597,4.142379851,24.85409663,85.58057055,0.454381907
"Wheeler County, Nebraska",Wheeler,Nebraska,NE,783,2.8,11.9,9.2,5.3,13.7,25.5,71.7,10,99.9,71.83,275,59.95,3,9,4,56.8,90,0
"York County, Nebraska",York,Nebraska,NE,13679,2.7,6.8,10.1,6.2,13.7,19.4,79.4,3,71.8,69.99,12054,45,6.220424755,21.06952049,8.202339472,41.17090592,95.86153974,0.225319396
"Churchill County, Nevada",Churchill,Nevada,NV,24909,3.5,12.1,12.8,11.1,9,17,82.2,4,93.6,45,24772,49.99,3,15,6,33.75,100,0
"Clark County, Nevada",Clark,Nevada,NV,2266715,4,12.5,14.1,13,8.6,18.5,81,4,97.9,58,1949119,40,2.996828311,11.79967411,5.021711348,97.66542314,96.78130991,1
"Douglas County, Nevada",Douglas,Nevada,NV,48905,3.9,9.7,9.3,7,7.9,13.1,86,7,96.8,56.25,48234,69.99,2.218870506,11.97877016,3.943317991,72.45432641,100,0.186735498
"Elko County, Nevada",Elko,Nevada,NV,52778,3,9.9,11.9,6.1,7.9,17.1,82.5,5,99.3,56,48662,40,4.70251942,13.27300563,4.486827504,11.73188381,99.27647857,1
"Esmeralda County, Nevada",Esmeralda,Nevada,NV,873,3.7,14.2,7.2,7.5,15.6,47.4,52.6,7,98.3,48.31,522,54.95,0.204980843,8,3.590038314,3.585114943,69.16666667,1
"Eureka County, Nevada",Eureka,Nevada,NV,2029,2.4,9.6,7.7,4.1,15.5,22.4,77.6,4,99.3,59.99,1890,149,2.234920635,10.23492063,3,6.647333333,100,1
"Humboldt County, Nevada",Humboldt,Nevada,NV,16831,2.9,13.2,11.5,6.3,13.4,21.8,77.8,3,91.2,65,16546,55,3.921672912,11.89556388,4.973890971,16.98512511,100,0.026109029
"Lander County, Nevada",Lander,Nevada,NV,5532,3.2,7.6,14.9,12,14.8,21.7,77.8,3,100,58.22,5908,55,2.813811781,10.72071767,3.09309411,24.98740691,97.76574137,0.09309411
"Lincoln County, Nevada",Lincoln,Nevada,NV,5183,4,7.2,6.8,8.5,17.7,23.6,75.9,7,92.1,53.38,5171,178,2,6.056662154,4,11.39939857,87.67839876,1
"Lyon County, Nevada",Lyon,Nevada,NV,57510,4.7,8.8,11.6,12.4,10.8,17.3,82.4,1,37.6,61.95,49775,35,4.801285786,15.58117529,6.372315419,51.49155962,100,0.321265696
"Mineral County, Nevada",Mineral,Nevada,NV,4505,4,13.1,23.6,14.9,18.4,30.4,69.6,4,64.8,57.47,3841,69.99,2.962509763,10.93751627,3.987503254,35.55485551,100,0.012496746
"Nye County, Nevada",Nye,Nevada,NV,46523,5.1,10.9,16.2,14.5,12.4,25.7,73.1,4,92.7,50.45,43526,40,3.544892708,12.39041033,4.828217617,22.32597206,89.7509075,0.513647016
"Pershing County, Nevada",Pershing,Nevada,NV,6725,4,14.6,15.1,12.8,20.7,29.1,70.1,2,100,40.97,5150,149,2,11,3,6.64,100,0
"Storey County, Nevada",Storey,Nevada,NV,4123,3.7,9.4,7.9,9.6,14.1,19.4,78.7,6,57.2,78.28,,,,,,,,
"Washoe County, Nevada",Washoe,Nevada,NV,471519,3.2,10.2,12.2,9.9,8.3,16.2,83.4,4,99.4,64.95,422521,35,5.251395789,16.6262316,8.131361518,76.77532478,100,0.687530324
"White Pine County, Nevada",White Pine,Nevada,NV,9580,3,9.4,10.9,7.2,13.5,20.2,79.7,8,96.4,50.19,9060,149,2.653090508,11.3580574,3.839514349,14.28075386,100,0.160485651
"Carson City, Nevada",Carson City,Nevada,NV,55916,3.9,10.6,13.7,12.4,11.6,20.3,79.5,4,100,57.28,56849,35,4.79955672,14.79955672,7.79955672,57.59367377,100,0
"Belknap County, New Hampshire",Belknap,New Hampshire,NH,61303,2.5,8.2,8.7,8.2,8.7,14.9,84.4,1,99.8,74.99,56624,39.99,3.212401102,9.322230856,5.054976688,68.96756146,97.38132241,0.461253179
"Carroll County, New Hampshire",Carroll,New Hampshire,NH,48910,2.5,9.8,9.6,7.8,9.3,14.8,84.6,4,98.5,125,46395,39.99,2.920379351,9.345058735,4.849186335,59.71625757,97.50009699,0.781851493
"Cheshire County, New Hampshire",Cheshire,New Hampshire,NH,76085,2.6,7.1,9.9,8.2,10.6,17.4,81.7,5,99.3,58.3,77827,69.99,3.641139964,10.53130662,4.927660067,40.99440862,84.4353759,0.659681088
"Coos County, New Hampshire",Coos,New Hampshire,NH,31563,3.2,8.9,12.8,13.5,15.4,23.8,75.4,4,93.2,54.21,31700,69.99,1.955299685,8.047602524,3.879463722,56.01402871,84.59227129,0.581041009
"Grafton County, New Hampshire",Grafton,New Hampshire,NH,89886,2.2,7.9,9.9,7.2,9,17.5,81.6,1,100,59.99,88542,39.99,2.532007409,9.464457546,4.461103205,47.25211707,93.05135416,0.779810711
"Hillsborough County, New Hampshire",Hillsborough,New Hampshire,NH,417025,2.6,6.4,8.1,7.9,6.7,11.4,88.2,3,100,54.21,400805,48.79,3.794867828,9.821706316,5.563805342,103.9088835,98.1081249,0.576375045
"Merrimack County, New Hampshire",Merrimack,New Hampshire,NH,151391,2.3,6.1,7.2,8.2,8.8,14.2,85.3,4,65.4,66.71,147382,39.99,3.353360655,9.359596151,5.022485785,82.50002171,98.00607265,0.502361211
"Rockingham County, New Hampshire",Rockingham,New Hampshire,NH,309769,2.7,4.8,4.7,3.8,5.8,9.7,90,4,89.1,48.99,295184,39.99,3.588216163,8.903233238,5.24793688,105.5453213,99.21644805,0.507944198
"Strafford County, New Hampshire",Strafford,New Hampshire,NH,130633,2.3,7,10,8.4,7.8,15,84.5,1,96.4,60.98,123487,39.99,3.368978111,8.407783815,5.237944075,71.65297408,98.69156267,0.305424863
"Sullivan County, New Hampshire",Sullivan,New Hampshire,NH,43146,2.3,7.2,10.8,9.1,11.4,19.4,80.1,6,91.5,54.21,41810,49.95,2.153838795,9.450203301,3.948122459,57.46135111,87.66840469,0.533245635
"Atlantic County, New Jersey",Atlantic,New Jersey,NJ,263670,5.1,9.3,14.3,14,11.2,18.8,80.7,2,100,49.98,264250,39.99,3.479981079,9.871455061,3.884711447,94.86001313,98.13917124,0.309445601
"Bergen County, New Jersey",Bergen,New Jersey,NJ,932202,2.9,8.3,7,5.1,7.9,11.1,88.6,2,100,64.95,905116,39.99,4.627985805,9.754961795,5.235020705,113.2847048,99.98747674,1
"Burlington County, New Jersey",Burlington,New Jersey,NJ,445349,3.3,4.6,6.5,5.4,7.8,12.3,87.3,1,100,62.47,441287,39.99,4.214105559,10.21130466,4.245248557,127.4452869,97.86504021,0.367602037
"Camden County, New Jersey",Camden,New Jersey,NJ,506471,4,7.5,12.6,12,11.2,17.6,82.1,3,100,62.47,528221,39.99,4.020497103,10.0204971,4.098184283,103.1263994,98.63056562,0.663214829
"Cape May County, New Jersey",Cape May,New Jersey,NJ,92039,7.2,6,11.1,6.8,11,16.9,82.7,4,77.4,52.75,97909,39.99,3.796208724,9.793205936,3.811212452,127.9328414,98.55691509,0.179564698
"Cumberland County, New Jersey",Cumberland,New Jersey,NJ,149527,5.5,10.4,17.6,17.2,17.3,25.1,74.4,2,100,74.99,150804,39.99,3.946977534,9.946977534,3.979125222,93.77384221,97.99612742,0.042817167
"Essex County, New Jersey",Essex,New Jersey,NJ,798975,4.5,12.3,16.4,15.1,12.6,21.2,78.5,3,85.2,88.64,784442,39.99,4.955235696,9.955235696,5.023216503,100.0323968,99.19698078,0.872362775
"Gloucester County, New Jersey",Gloucester,New Jersey,NJ,291636,3.7,4.6,7.4,8.1,8.3,13.5,86.2,7,96.3,61.95,268272,39.99,4.17492694,10.17492694,4.216418411,104.4276184,99.10162447,0.403579203
"Hudson County, New Jersey",Hudson,New Jersey,NJ,672391,3.3,14.1,16.3,15.6,10.3,16.3,83.4,2,100,64.95,634266,39.99,4.920471853,10.62428855,5.645352265,101.6388313,99.51393579,0.091765915
"Hunterdon County, New Jersey",Hunterdon,New Jersey,NJ,124371,2.8,2.9,4.8,3.4,6.5,10,89.3,4,95.7,64.95,130326,39.99,4.626337032,9.626337032,5.768779829,77.19531651,98.71127787,0.701479367
"Mercer County, New Jersey",Mercer,New Jersey,NJ,367430,3.2,8.2,11.4,8.6,10,18.1,81.6,6,91.7,70.2,390132,39.99,5.183230291,11.19653092,5.281843068,127.809817,98.3559872,0.360378026
"Middlesex County, New Jersey",Middlesex,New Jersey,NJ,825062,3.1,7.6,8.5,6.1,8.6,14.7,84.9,2,100,58.48,792725,39.99,5.071544356,10.1544142,5.099613359,98.06243272,99.25330348,0.805806553
"Monmouth County, New Jersey",Monmouth,New Jersey,NJ,618795,3.2,6.3,7.4,6.2,7.9,12.3,87.4,2,91.9,64.95,642879,39.99,4.655471714,9.674086414,4.794994081,125.5857833,99.82961179,0.586424506
"Morris County, New Jersey",Morris,New Jersey,NJ,491845,2.8,5.1,4.6,3.2,6.3,9.5,90.3,3,100,54.95,481865,39.99,4.587865896,9.678652735,4.692569496,104.0184708,99.98067301,0.856727507
"Ocean County, New Jersey",Ocean,New Jersey,NJ,607186,3.7,6.7,10.7,7.1,12.2,18.7,80.7,3,99.7,54.45,569937,39.99,4.458468217,9.50076061,4.410062867,122.7507598,99.22033312,0.41004883
"Passaic County, New Jersey",Passaic,New Jersey,NJ,501826,4.3,12.4,16.7,19.5,14.6,21.3,78.4,3,100,55.95,500860,39.99,4.87893024,9.87893024,4.8704069,92.85883063,100,0.672078026
"Salem County, New Jersey",Salem,New Jersey,NJ,62385,4.8,6.4,13,13.4,14.4,21.5,77.5,4,99.3,63.31,67691,39.99,3.395074678,9.395074678,3.52473741,132.8879006,96.63804642,0.043284927
